########Default mode########
2015-12-08 11:56:36 2490 null
2015-12-08 11:56:36 2490 null
2015-12-08 11:56:36 2490 null
########Default mode########
###########run mode###########
2015-12-08 11:58:59 6090 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 6090 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 6090 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 6690 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 6690 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 6690 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 7300 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 7300 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 7300 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 7900 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 7900 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 7900 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 8510 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 8510 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 8510 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 9130 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 9130 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 9130 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:58:59 9750 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:58:59 9750 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:58:59 9750 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 0350 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 0350 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 0350 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 0950 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 0950 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 0950 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 1550 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 1550 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 1550 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 2170 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 2170 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 2170 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 2780 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 2780 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 2780 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 3410 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 3410 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 3410 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 4030 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 4030 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 4030 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 4640 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 4640 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 4640 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 5260 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 5260 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 5260 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 5880 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 5880 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 5880 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 6490 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 6490 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 6490 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 7100 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 7100 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 7100 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 7710 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 7710 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 7710 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 8320 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 8320 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 8320 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 8940 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 8940 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 8940 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:00 9550 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:00 9550 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:00 9550 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 0160 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 0160 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 0160 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 0770 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 0770 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 0770 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 1390 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 1390 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 1390 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 2020 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 2020 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 2020 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 2650 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 2650 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 2650 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 3250 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 3250 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 3250 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 3880 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 3880 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 3880 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 4490 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 4490 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 4490 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 5100 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 5100 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 5100 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 5710 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 5710 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 5710 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 6320 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 6320 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 6320 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 6930 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 6930 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 6930 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 7540 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 7540 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 7540 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 8170 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 8170 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 8170 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 8780 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 8780 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 8780 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:01 9400 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:01 9400 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:01 9400 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 0010 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 0010 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 0010 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 0620 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 0620 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 0620 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 1240 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 1240 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 1240 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 1850 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 1850 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 1850 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 2460 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 2460 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 2460 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 3070 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 3070 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 3070 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 3680 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 3680 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 3680 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 4280 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 4280 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 4280 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 4890 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 4890 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 4890 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 5500 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 5500 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 5500 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 6120 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 6120 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 6120 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 6740 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 6740 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 6740 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 7360 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 7360 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 7360 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 7990 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 7990 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 7990 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 8600 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 8600 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 8600 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 9210 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 9210 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 9210 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:02 9840 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:02 9840 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:02 9840 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 0450 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 0450 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 0450 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 1070 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 1070 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 1070 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 1680 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 1680 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 1680 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 2280 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 2280 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 2280 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 2890 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 2890 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 2890 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 3500 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 3500 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 3500 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 4120 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 4120 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 4120 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 4730 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 4730 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 4730 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########run mode###########
2015-12-08 11:59:03 5340 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 5340 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 5340 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 5970 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 5970 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 5970 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 6580 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 6580 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 6580 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 7180 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 7180 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 7180 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 7780 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 7780 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 7780 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 8390 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 8390 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 8390 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 9010 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 9010 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 9010 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:03 9630 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:03 9630 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:03 9630 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 0250 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 0250 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 0250 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 0850 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 0850 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 0850 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 1470 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 1470 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 1470 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 2090 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 2090 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 2090 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 2700 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 2700 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 2700 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 3300 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 3300 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 3300 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 3910 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 3910 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 3910 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 4510 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 4510 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 4510 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 5110 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 5110 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 5110 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
2015-12-08 11:59:04 5710 GYROSCOPE 513393767867129  x:0.22710599 y:0.46398 z:-0.53723997
2015-12-08 11:59:04 5710 ACCELEROMETER 513393767867129  x:1.240252 y:1.005836 z:8.269144
2015-12-08 11:59:04 5710 GRAVITY 15818009736738405  x:-0.7621292 y:3.172971 z:9.2478
###########walk mode###########
